words	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust
transfer	0	0	0	0	0	0	0	0	0	0
transit	0	0	0	0	0	0	0	0	0	0
transkripsiyon	0	0	0	0	0	0	0	0	0	0
translokasyon	0	0	0	0	0	0	0	0	0	0
transmisyon	0	0	0	0	0	0	0	0	0	0
transplantasyon	0	0	0	0	0	0	0	0	0	0
travers	0	0	0	0	0	0	0	0	0	0
travmatik	1	0	0	1	0	1	0	1	0	0
trek	0	0	0	0	0	0	0	0	0	0
tren	0	0	0	0	0	0	0	0	0	0
tribün	0	0	0	0	0	0	0	0	0	1
trigonometri	0	0	0	0	0	0	1	0	0	0
trilyon	0	0	0	0	0	0	0	0	0	0
tripod	0	0	0	0	0	0	0	0	0	0
trityum	0	0	0	0	0	0	0	0	0	0
trol	0	0	0	0	0	0	0	0	0	0
trol teknesi	0	0	0	0	0	0	0	0	0	0
trombon	0	0	0	0	0	0	0	0	0	0
trompet	0	0	0	0	0	1	0	0	0	0
trompetçi	0	0	0	0	0	0	0	0	0	0
tropikal	0	0	0	0	0	0	0	0	0	0
trup	0	0	0	0	0	0	0	0	0	0
tüccar	0	0	0	0	0	0	0	0	0	1
tufan	0	0	0	1	0	1	0	1	1	0
tüfek	1	0	0	1	0	1	0	0	0	0
tüfekler	0	0	0	0	0	0	0	0	0	0
tugay	0	0	0	1	0	1	0	0	0	0
tuğla	0	0	0	0	0	0	0	0	0	0
tuhaf	0	0	0	0	0	1	0	0	1	0
tükenme	0	1	0	0	0	1	0	1	0	0
tükenmez	0	0	0	0	0	0	0	0	0	0
tükenmiş	0	0	0	0	0	0	0	0	0	0
tüketen	0	0	0	0	0	0	0	0	0	0
tüketim	0	0	0	0	0	0	0	0	0	0
tüketim vergisi	0	0	0	0	0	1	0	0	0	0
tüketme	0	0	0	0	0	0	0	0	0	0
tüketmek	0	0	0	0	0	0	0	0	0	0
tükürmek	0	0	1	0	0	0	0	0	0	0
tükürük	0	1	0	0	0	0	0	0	0	0
tulum	0	0	0	0	0	0	0	0	0	0
tüm	0	0	0	0	0	0	0	0	0	0
tümbölen	0	0	0	0	0	0	0	0	0	0
tümör	0	0	0	1	0	1	0	0	0	0
tümsek	0	0	0	0	0	0	0	0	0	0
tumturaklı	0	0	0	0	0	0	0	0	0	0
Tuna	0	0	0	0	0	0	0	0	0	0
tünek	0	0	0	0	0	0	0	0	0	0
tünel	0	0	0	0	0	0	0	0	0	0
tünik	0	0	0	0	0	0	0	0	0	0
tüp	0	0	0	0	0	0	0	0	0	0
tur	0	0	0	0	0	0	0	0	0	0
Tür	0	0	0	0	0	0	0	0	0	0
turba	0	0	0	0	0	0	0	0	0	0
türban	0	0	0	0	0	0	0	0	0	0
türbe	0	0	0	0	0	0	0	0	0	0
türbin	0	0	0	0	0	0	0	0	0	0
türbülans	1	0	0	1	0	1	0	0	0	0
türetme	0	0	0	0	0	0	0	0	0	0
türetmek	0	0	0	0	0	0	0	0	0	0
türev	0	0	0	0	0	0	0	0	0	0
turist	0	0	0	0	0	0	0	0	0	0
türkü	0	0	0	0	0	0	1	0	0	0
turkuaz	0	0	0	0	0	0	0	0	0	0
Türler	0	0	0	0	0	0	0	0	0	0
turmalin	0	0	0	0	0	0	0	0	0	0
turna balığı	0	0	0	0	0	0	0	0	0	0
turnike	0	0	0	0	0	0	0	0	0	0
turnuva	0	0	0	0	0	0	0	0	0	0
turşu	0	0	0	0	0	1	0	0	0	0
turta	0	0	0	0	0	0	0	0	0	0
tuşlamak	0	0	0	0	0	0	0	0	0	0
tutam	0	0	0	0	0	0	0	0	0	0
tutan kimse	0	0	0	1	0	1	0	0	0	0
tutarlı	0	0	0	0	0	0	1	0	0	0
tutarlılık	0	0	0	0	0	0	1	0	0	1
tutarsız	0	0	0	0	0	0	0	0	0	0
tutarsızlık	0	0	0	0	0	0	0	0	0	0
tutkal	0	0	0	0	0	0	0	0	0	0
tutku	0	1	0	0	1	0	1	0	0	1
tutkulu	0	1	0	0	1	0	1	0	0	1
tutma	0	0	0	0	0	0	0	0	0	0
tutmak	0	0	0	0	0	0	0	0	0	0
tutsak	1	0	1	1	0	1	0	1	0	0
tutsaklık	0	0	0	0	0	1	0	1	0	0
tütsü	1	0	0	0	0	1	0	0	0	0
tütsüleme	0	0	0	0	0	0	0	0	0	0
tutturma	0	0	0	0	0	0	0	0	0	0
tutuculuk	0	0	0	0	0	0	0	0	0	0
tutuklama	0	0	0	0	0	1	0	1	0	0
tutuklamak	0	0	0	1	0	0	0	0	0	0
tutuklu	1	1	0	1	0	1	0	1	0	0
tutulma	0	0	0	0	0	0	0	0	0	0
tutulmuş	0	0	0	0	0	1	0	0	0	0
tutum	0	0	0	0	0	0	0	0	0	0
tutumlu	0	0	0	0	0	0	1	0	0	0
tutumluluk	0	0	1	0	0	0	1	0	0	1
tütün	0	0	0	0	0	1	0	0	0	0
tutuşturmak	0	0	0	0	0	0	0	0	0	0
tuval	0	0	0	0	0	0	0	0	0	0
tuvalet	0	0	1	0	0	0	0	0	0	0
tuvaletler	0	0	1	0	0	1	0	0	0	0
tüy	0	0	0	0	0	0	0	0	0	0
tüyler	0	0	0	0	0	0	0	0	0	0
tüyler ürpertici	0	0	1	1	0	1	0	0	0	0
tüylü	0	0	0	0	0	0	1	0	0	0
tüysüz	0	0	0	0	0	0	0	0	0	0
tuz	0	0	0	0	0	0	0	0	0	0
tuzak	0	0	0	1	0	1	0	0	0	0
tuzakları	0	0	0	0	0	1	0	0	0	0
tüzel	0	0	0	0	0	0	0	0	0	0
tuzlu	0	0	0	0	0	0	0	0	0	0
tuzluk	0	0	0	0	0	0	0	0	0	0
tüzük	0	0	0	0	0	0	0	0	0	0
uç	0	0	0	0	0	1	0	0	0	0
üç dişli mızrak	0	0	0	0	0	0	0	0	0	0
üç kat	0	0	0	0	0	0	0	0	0	0
üç kere	0	0	0	0	0	0	0	0	0	0
üç tekerlekli bisiklet	0	0	0	0	0	0	0	0	0	0
uçak	0	0	0	0	0	0	0	0	0	0
uçan	0	0	0	1	0	0	1	0	0	0
üçgen	0	0	0	0	0	0	0	0	0	0
üçgen şeklinde	0	0	0	0	0	0	0	0	0	0
üçlü	0	0	0	0	0	0	0	0	0	0
ücra	0	0	0	0	0	0	0	0	0	0
Ücret	0	0	0	0	0	0	0	0	0	0
ücretli	0	0	0	1	0	1	0	1	0	0
üçte	0	0	0	0	0	0	0	0	0	0
uçuculuk	1	1	0	1	0	1	0	0	1	0
uçuk	0	0	1	0	0	1	0	0	0	0
üçüncü	0	0	0	0	0	0	0	0	0	0
uçurtma	0	0	1	0	0	1	0	0	0	0
Uçurum	0	0	0	1	0	1	0	1	0	0
uçuş	0	0	0	0	0	0	0	0	0	0
ucuz	0	0	0	0	0	1	0	0	0	0
ufacık	0	0	0	0	0	0	0	0	0	0
üfleme	1	0	0	1	0	1	0	0	1	0
üflemek	0	0	0	0	0	1	0	0	0	0
üfleyici	0	0	0	0	0	1	0	0	0	0
ufuk	0	1	0	0	0	0	1	0	0	0
uğrak	0	0	0	1	0	1	0	0	0	0
uğramak	0	0	0	0	0	1	0	0	0	0
uğraşmaya	1	0	1	0	0	1	0	0	0	0
uğultu	0	0	0	0	0	0	0	0	0	0
uğursuz	0	1	0	1	0	1	0	0	0	0
ulaşılabilir	0	0	0	0	0	0	1	0	0	0
ulaşılamaz	1	0	0	0	0	1	0	1	0	0
ulaşma	0	0	0	0	0	0	1	0	0	0
ulaşmak	0	0	0	0	0	0	0	0	0	0
ülke	0	0	0	0	0	0	0	0	0	0
ülkenin iç kısmı	0	0	0	0	0	0	0	0	0	0
ülser	1	0	1	1	0	1	0	1	0	0
ültimatom	1	0	0	1	0	1	0	0	0	0
uluma	1	0	1	1	0	1	0	1	1	0
ulus	0	0	0	0	0	0	1	0	0	1
Ulusal	0	0	0	0	0	0	0	0	0	0
Uluslararası	0	0	0	0	0	0	0	0	0	0
umma	0	1	0	0	0	0	0	0	0	0
umursamaz	1	0	1	0	0	1	0	1	0	0
umut	0	1	0	0	1	0	1	0	1	1
umut kırıcı	0	0	0	0	0	1	0	1	0	0
umut verici	0	0	0	0	0	0	1	0	0	0
umutlar	0	0	0	0	0	0	0	0	0	0
umutlu	0	1	0	0	1	0	1	0	1	1
umutsuz	0	0	0	1	0	1	0	1	0	0
umutsuzluk	1	0	1	1	0	1	0	1	0	0
un	0	0	0	0	0	0	0	0	0	0
ün	0	0	0	0	0	0	1	0	0	0
üniforma	0	0	0	0	0	0	0	0	0	0
Üniversite	0	1	0	0	0	0	1	0	0	0
üniversite ile ilgili	0	0	0	0	0	0	0	0	0	0
ünlü	0	1	0	0	1	0	1	0	0	0
ünsüz	0	0	0	0	0	0	1	0	0	0
unutkan	0	0	0	0	0	0	0	0	0	0
unutkanlık	0	0	0	0	0	0	0	0	0	0
unutmak	0	0	0	0	0	1	0	0	0	0
unutulma	1	0	0	1	0	1	0	0	0	0
unutulmaz	0	0	0	0	1	0	1	0	1	1
unutulmuş	0	0	0	1	0	1	0	1	0	0
uplands	0	0	0	0	0	0	0	0	0	0
uranyum	0	0	0	0	0	0	0	0	0	0
üreme	0	0	0	0	0	0	0	0	0	0
üreten	0	0	0	0	0	0	1	0	0	0
üretici firma	0	0	0	0	0	0	1	0	0	0
üretilmiş	0	0	0	0	0	0	0	0	0	0
üretim	0	0	0	0	0	0	0	0	0	0
üretken	0	0	0	0	0	0	0	0	0	0
üretmek	0	0	0	0	0	1	0	0	0	0
urgan	0	0	0	0	0	1	0	0	0	0
ürkek	0	0	0	1	0	1	0	1	0	0
ürkeklik	0	1	0	1	0	1	0	0	0	0
ürün	0	0	0	0	0	0	0	0	0	0
us	0	0	0	0	0	0	0	0	0	0
üs	0	0	0	0	0	0	0	0	0	0
uşak	0	0	0	0	0	0	0	0	0	0
uskuna	0	0	0	0	0	0	0	0	0	0
üslup	0	0	0	0	0	0	0	0	0	0
üst	0	1	0	0	0	0	1	0	0	1
üst geçit	0	0	0	0	0	0	0	0	0	0
üst katta	0	0	0	0	0	0	0	0	0	0
üst üste	0	0	0	0	0	0	0	0	0	0
üst üste gelmek	0	0	0	0	0	0	0	0	0	0
usta	0	0	0	0	0	0	1	0	0	0
ustabaşı	0	0	0	0	0	0	1	0	0	0
ustalık	0	1	0	0	1	0	1	0	1	0
üstel	0	0	0	0	0	0	0	0	0	0
üstelik	0	0	0	0	0	0	0	0	0	0
üstün	0	0	0	0	0	0	1	0	0	0
üstün olmak	0	0	0	0	0	0	0	0	0	0
üstüne koyma	0	0	0	0	0	0	0	0	0	0
üstünlük	0	0	0	0	0	0	1	0	0	0
ut	0	0	0	0	0	0	0	0	0	0
utanç	0	0	1	1	0	1	0	1	0	0
utanç verici	0	0	0	0	0	1	0	1	0	0
utandırıcı	0	0	0	0	0	1	0	0	0	0
utandırmak	0	0	0	0	0	1	0	1	0	0
utanmaz	0	0	1	0	0	1	0	0	0	0
utanmış	0	0	1	0	0	1	0	1	0	0
ütopik	0	1	0	0	1	0	1	0	0	1
ütüler	0	0	0	0	0	1	0	0	0	0
uvertür	0	1	0	0	0	0	0	0	0	0
uyandıran	1	0	1	0	0	1	0	0	0	0
uyandırmak	0	1	0	0	0	0	1	0	0	0
uyanık	0	0	0	0	0	0	0	0	0	0
uyanıklık	0	1	0	1	0	0	1	0	1	0
uyanmak	0	0	0	0	0	0	0	0	0	0
uyarı	0	0	0	0	0	0	0	0	0	0
uyarıcı	0	0	0	1	0	0	0	0	0	0
uyarılar	0	1	0	1	0	0	0	0	1	0
uyarılma	0	0	0	0	0	0	0	0	0	0
uyarım	0	0	0	0	0	0	0	0	0	0
uyarısında	0	1	0	1	0	0	0	0	1	0
uyarlamak	0	0	0	0	0	0	1	0	0	0
uyarlanabilir	0	0	0	0	0	0	1	0	0	0
uyarma	1	1	0	1	1	0	1	0	1	0
uyarmak	0	0	0	0	0	0	0	0	0	0
uydu	0	0	0	0	0	0	0	0	0	0
uydurma	0	0	0	0	0	1	0	0	0	1
uydurmak	0	1	0	0	0	0	1	0	1	0
üye	0	0	0	0	0	0	0	0	0	0
üyelik	0	0	0	0	0	0	0	0	0	0
uygar	0	0	0	0	1	0	1	0	0	1
uygulama	0	0	0	0	0	0	0	0	0	0
uygulamak	0	0	0	0	0	0	0	0	0	0
uygulanabilir	0	0	0	0	0	0	0	0	0	0
uygulanabilirlik	0	0	0	0	0	0	0	0	0	0
uygulanamaz	0	0	0	0	0	1	0	0	0	0
uygulanan	0	0	0	0	1	0	1	0	1	1
uygulayıcı	0	0	0	0	0	0	0	0	0	0
uygun	0	0	0	0	0	0	1	0	0	1
uygun olmayan	0	0	0	0	0	1	0	0	0	0
uygunluk	0	0	0	0	0	0	1	0	0	0
uygunsuz	1	0	1	0	0	1	0	1	0	0
uygunsuzluk	0	0	0	0	0	1	0	0	0	0
uyku	0	0	0	0	0	0	0	0	0	0
uykucu	0	0	0	0	0	0	0	0	0	0
uykuda	0	0	0	0	0	0	0	0	0	0
uykulu	0	0	0	0	0	0	0	0	0	0
uykusuzluk	0	0	0	0	0	0	0	0	0	0
uyma	0	0	0	0	0	0	1	0	0	1
uymak	0	0	0	0	0	0	0	0	0	0
uymamak	1	0	1	0	0	1	0	0	0	0
uysal	0	0	0	0	0	0	1	0	0	0
uysallık	0	0	0	0	0	0	0	0	0	0
uyuklama	0	0	0	0	0	0	0	0	0	0
uyuklayan	0	0	0	0	0	0	0	0	0	0
uyum	0	0	0	0	0	0	0	0	0	0
uyum sağlamak	0	0	0	0	0	0	0	0	0	0
uyumlu	0	0	0	0	0	0	1	0	0	0
uyumsuz	1	0	1	0	0	1	0	1	0	0
uyumsuzluk	1	0	0	0	0	1	0	0	0	0
uyuşma	0	0	0	0	0	0	0	0	0	0
uyuşmazlık	0	0	0	0	0	0	0	0	0	0
uyuşmuş	0	0	0	0	0	1	0	0	0	0
uyuşturucu	0	0	0	0	0	1	0	0	0	0
uyuşturulmuş	0	0	0	0	0	0	0	1	0	0
uyuşuk	0	0	0	0	0	0	0	0	0	0
uyuşukluk	0	0	0	0	0	1	0	0	0	0
uyuyor	0	0	0	0	0	0	0	0	0	0
uyuz	0	0	0	0	0	1	0	0	0	0
uzağa	0	0	0	0	0	0	0	0	0	0
uzak	0	0	0	0	0	1	0	0	0	0
uzaklaşmış	0	0	0	0	0	1	0	0	0	0
uzaklaştırılma	1	0	1	1	0	1	0	0	0	0
uzaklaştırma	0	0	0	0	0	1	0	0	0	0
uzaklığı	0	0	0	0	0	0	0	0	0	0
uzaktan	0	0	0	0	0	0	0	0	0	0
uzama	0	0	0	0	0	0	0	0	0	0
uzamak	0	1	0	0	0	0	0	0	0	0
uzanmış	0	0	0	0	0	0	0	0	0	0
uzantı	0	0	0	0	0	0	0	0	0	0
uzatılabilir	0	0	0	0	0	0	0	0	0	0
uzatılmıştır	0	0	0	0	0	0	0	0	0	0
uzatma	0	0	0	0	0	0	0	0	0	0
uzatmak	0	0	0	0	0	0	0	0	0	0
uzay	0	0	0	0	0	0	0	0	0	0
üzgün	1	0	0	0	0	1	0	1	0	0
uzlaşmaz	1	0	0	1	0	1	0	1	0	0
uzlaştırma	0	0	0	0	1	0	1	0	0	1
uzlaştırmak	0	0	0	0	0	0	0	0	0	0
uzman	0	0	0	0	1	0	1	0	0	1
Uzmanlık	0	0	0	0	0	0	1	0	0	1
üzmek	0	0	1	0	0	1	0	1	0	0
üzücü	1	0	0	1	0	1	0	0	0	0
üzülmek	0	0	0	1	0	1	0	1	0	0
üzüm	0	0	0	0	0	0	0	0	0	0
üzüm bağı	0	0	0	0	0	0	0	0	0	0
üzüm şekeri	0	0	0	0	0	0	0	0	0	0
uzun	0	0	0	0	0	0	0	0	0	0
uzun adımlarla yürümek	0	0	0	0	0	0	0	0	0	0
uzun boylu	0	0	0	0	0	0	0	0	0	0
uzun ömürlü	0	0	0	0	0	0	1	0	0	0
uzun süren	0	0	0	0	0	0	0	0	0	0
uzun yürüyüşe çıkan kimse	0	0	0	0	0	0	0	0	0	0
uzunlamasına	0	0	0	0	0	0	0	0	0	0
uzunluk	0	0	0	0	0	0	0	0	0	0
üzüntü	0	0	0	0	0	1	0	1	0	1
uzuv	0	0	0	0	0	0	0	0	0	0
uzvun kesilmesi	0	0	0	0	0	0	0	0	0	0
vâât	0	1	1	1	0	1	0	1	0	0
vaaz	0	0	0	0	0	0	0	0	0	0
vaaz verme	0	0	0	0	0	0	0	0	0	0
vaaz vermek	0	0	0	0	0	0	0	0	0	0
vade	0	0	0	0	0	0	0	0	0	0
vadesi geçmiş	0	1	0	0	0	1	0	1	1	0
vadi	0	0	0	0	0	0	0	0	0	0
vaftiz	0	0	0	0	0	0	1	0	0	0
vah	0	0	1	1	0	1	0	1	0	0
vaha	0	1	0	0	1	0	1	0	0	1
vahiy	0	0	0	0	0	0	0	0	0	0
vahşet	1	0	0	1	0	1	0	0	0	0
vahşi	1	0	0	1	0	1	0	0	0	0
vahşi at	0	0	0	0	0	0	0	0	0	0
vahşilik	1	0	0	1	0	1	0	0	0	0
vaiz	0	0	0	0	0	0	0	0	0	0
vak	0	0	1	0	0	1	0	0	0	0
vakfetmiş	0	0	0	0	0	0	0	0	0	0
vakitli	0	0	0	0	0	0	1	0	0	0
vakitlilik	0	0	0	0	0	0	0	0	0	0
vakıf	0	0	0	0	0	0	1	0	0	0
vaktinde	0	0	0	0	0	0	0	0	0	0
vakum	0	0	0	0	0	0	0	0	0	0
vakuoler	0	0	0	0	0	0	0	0	0	0
vakur	0	0	0	0	0	0	0	0	0	0
Vali	0	0	0	0	0	0	0	0	0	1
valiye ait	0	0	0	0	0	0	1	0	0	1
vals	0	0	0	0	0	0	0	0	0	0
vamp	0	0	0	0	0	0	0	0	0	0
vampir	1	0	1	1	0	1	0	0	0	0
vanilya	0	0	0	0	0	0	0	0	0	0
vantilatör	0	0	0	0	0	0	0	0	0	0
vapur	0	0	0	0	0	0	0	0	0	0
var olmak	0	0	0	0	0	0	0	0	0	0
var olmayan	0	0	0	0	0	0	0	0	0	0
vardiya	0	0	0	0	0	0	0	0	0	0
varil	0	0	0	0	0	0	0	0	0	0
varisli	0	0	0	0	0	1	0	0	0	0
varış	0	1	0	0	0	0	0	0	0	0
varlık	0	0	0	0	0	0	0	0	0	0
varlıklar	0	0	0	0	0	0	1	0	0	0
varlıklı	0	0	0	0	0	0	1	0	0	0
varmak	0	1	0	0	0	0	0	0	0	0
varoluş	0	0	0	0	0	0	1	0	0	0
varsayarak	0	0	0	0	0	0	0	0	0	0
varsayılan	0	0	1	1	0	1	0	1	0	0
varsayılır	0	0	0	0	0	0	0	0	0	0
varsayım	0	0	0	0	0	0	0	0	0	0
varsayımsal	0	0	0	0	0	0	0	0	0	0
varsaymak	0	0	0	0	0	0	0	0	0	0
varyans	0	0	0	0	0	0	0	0	0	0
varyasyon	0	0	0	0	0	0	0	0	0	0
varyasyonlar	0	0	0	0	0	0	0	0	0	0
vaşak	0	0	0	0	0	0	0	0	0	0
vasat	0	0	0	0	0	1	0	0	0	0
vasilik	0	0	0	0	0	0	1	0	0	1
vasiyet hükümlerini gerçekleştiren erkek	0	0	0	0	0	0	0	0	0	1
vasiyetsiz	0	0	0	0	0	1	0	0	0	0
vasıta	0	0	0	0	0	0	0	0	0	0
vatan hainliği	1	0	1	1	0	1	0	0	1	0
Vatan hasreti çeken	0	0	0	0	0	1	0	1	0	0
vatandaş	0	0	0	0	0	0	1	0	0	0
vatandaşlığına	0	0	0	0	0	0	0	0	0	0
vatansever	0	0	0	0	0	0	0	0	0	0
vatansever kişi	0	0	0	0	0	0	0	0	0	0
vatanseverlik	0	0	0	0	0	0	0	0	0	0
vazgeçirmek	0	0	0	1	0	1	0	1	0	0
vazgeçme	0	0	0	0	0	1	0	0	0	0
vazgeçmek	1	0	1	0	0	1	0	0	0	0
vazo	0	0	0	0	0	0	0	0	0	0
veba	0	0	1	1	0	1	0	0	0	0
veciz	0	0	0	0	0	0	0	0	0	0
veda	0	0	0	0	0	0	0	0	0	0
vefasız	0	0	1	0	0	1	0	0	0	0
vega	0	0	0	0	0	0	0	0	0	0
vejetaryen	0	0	0	0	0	0	0	0	0	0
vejetaryenlik	0	0	0	0	0	0	0	0	0	0
vekil	0	0	0	0	0	0	0	0	0	1
vektör	0	0	0	0	0	0	0	0	0	0
velet	0	0	0	0	0	0	0	0	0	0
velur	0	0	0	0	0	0	0	0	0	0
vena	0	0	0	0	0	0	0	0	0	0
venöz	0	0	0	0	0	0	0	0	0	0
ventriküler	0	0	0	0	0	0	0	0	0	0
veranda	0	0	0	0	0	0	0	0	0	0
veraset hakkı	0	0	0	0	0	0	0	0	0	0
vererek	0	0	0	0	0	0	1	0	0	0
vergi	0	0	0	0	0	1	0	1	0	0
veri	0	0	0	0	0	0	0	0	0	0
Veri deposu	1	1	0	0	0	1	0	0	0	0
verici	0	0	0	0	0	0	0	0	0	0
verilmiş	0	0	0	0	0	0	1	0	0	0
verim	0	0	0	0	0	0	1	0	0	0
verimli	0	1	0	0	0	0	1	0	0	1
verimli toprak	0	0	0	0	0	0	0	0	0	0
verimlilik	0	0	0	0	0	0	1	0	0	0
verimsiz	0	0	0	0	0	1	0	0	0	0
verimsizlik	0	0	1	0	0	1	0	1	0	0
veritabanı	0	0	0	0	0	0	0	0	0	0
vermek	0	0	0	0	0	0	0	0	0	0
veronika	0	0	0	0	0	0	0	0	0	0
versiyon	0	0	0	0	0	0	0	0	0	0
vertebra	0	0	0	0	0	0	0	0	0	0
vesayet	0	0	0	0	0	0	1	0	0	1
Veteriner	0	0	0	0	0	0	0	0	0	0
Veteriner hekim	0	0	0	0	0	0	0	0	0	0
veto	1	0	0	0	0	1	0	0	0	0
veznedar	0	0	0	0	0	0	0	0	0	0
vicdan	0	0	0	0	0	0	1	0	0	1
vicdan azabı	0	0	0	0	0	1	0	1	0	0
vicdanlı	0	0	0	0	0	0	1	0	0	1
vicdansız	0	0	0	0	0	1	0	0	0	0
victoria	0	0	0	0	0	0	0	0	0	0
video kaseti	0	0	0	0	0	0	0	0	0	0
viking	0	0	0	0	0	0	0	0	0	0
villa	0	0	0	0	0	0	0	0	0	0
vinç	0	0	0	0	0	0	0	0	0	0
vinç kolu	0	0	0	0	0	0	0	0	0	0
viraj	0	0	0	0	0	0	0	0	0	0
virgül	0	0	0	0	0	0	0	0	0	0
viroloji	0	0	0	0	0	0	0	0	0	0
virtüoz	0	0	0	0	0	0	0	0	0	0
virüs	0	0	0	0	0	1	0	0	0	0
Visa	0	0	0	0	0	0	0	0	0	0
viski	0	0	0	0	0	1	0	0	0	0
viskoz	0	0	0	0	0	0	0	0	0	0
viskozite	0	0	0	0	0	0	0	0	0	0
vites	0	0	0	0	0	0	1	0	0	0
viyadük	0	0	0	0	0	0	0	0	0	0
viyola	0	0	0	0	0	0	0	0	0	0
vizyon	0	1	0	0	0	0	1	0	0	0
vınlayan şey	0	0	0	0	0	0	0	0	0	0
vızıldadığınız	0	0	0	0	0	1	0	0	0	0
vızıltı	0	1	0	1	0	0	1	0	0	0
vodvil	0	0	0	0	0	0	0	0	1	0
vokal	0	0	0	0	0	0	0	0	0	0
volan	0	0	0	0	0	0	0	0	0	0
voleybolu	0	0	0	0	0	0	0	0	0	0
volkan	0	0	0	1	0	1	0	0	1	0
volkanik	0	0	0	0	0	0	0	0	0	0
volta etmek	0	0	0	0	0	0	0	0	0	0
voltmetre	0	0	0	0	0	0	0	0	0	0
vücut	0	0	0	0	0	0	0	0	0	0
vücut yapısı	0	0	0	0	0	0	1	0	0	0
vurgu	0	0	0	0	0	0	0	0	0	0
vurgu yapmak	0	0	0	0	0	0	0	0	0	1
vurgulamak	0	0	0	0	0	0	0	0	0	0
vurgulu	0	0	0	0	0	0	0	0	0	0
vurmak	1	0	0	0	0	1	0	0	0	0
vurmalı	0	0	0	0	0	0	0	0	0	0
vurulma	0	0	0	0	0	0	0	0	0	0
vurulmuş	0	0	0	0	0	0	1	0	0	0
vuruş	1	0	0	0	0	1	0	0	0	0
vuruş sırası	0	0	0	0	0	0	0	0	0	0
wight	0	0	0	0	0	0	0	0	0	0
wimpy	1	0	1	1	0	1	0	1	0	0
wis	0	0	0	0	0	0	1	0	0	0
wot	0	0	0	0	0	0	1	0	0	1
wright	0	0	0	0	0	0	0	0	0	0
yaban arısı	0	0	0	0	0	0	0	0	0	0
yaban kedisi	0	0	0	0	0	1	0	0	0	0
yabancı	0	0	1	1	0	1	0	0	0	0
yabancı düşmanlığı	0	0	0	1	0	1	0	0	0	0
yabancılaşmış	0	0	0	0	0	1	0	1	0	0
yabancılaştırma	1	0	1	1	0	1	0	1	0	0
yabancılaştırmak	1	0	1	0	0	1	0	0	0	0
yabani at	0	0	0	0	0	0	0	0	0	0
yağ	0	0	0	0	0	1	0	0	0	0
yağış	0	0	0	1	0	1	0	1	0	0
yağış miktarı	0	0	0	0	0	0	0	0	0	0
yağlama	0	0	0	0	0	0	0	0	0	0
yağlamak	0	0	0	0	0	0	0	0	0	0
yağlar	0	0	0	0	0	0	0	0	0	0
yağlı	0	0	1	0	0	1	0	1	0	0
yağma	1	0	0	0	0	1	0	0	0	0
yağmur	0	0	0	0	0	0	0	0	0	0
yağmurkuşu	0	0	0	0	0	0	0	0	0	0
yağmurlu	0	0	0	0	0	0	0	1	0	0
yağmurluk	0	0	0	0	0	0	0	0	0	0
yağsız	0	0	0	0	0	0	0	0	0	0
yak	0	0	0	0	0	0	0	0	0	0
yaka	0	0	0	0	0	0	0	0	0	0
yakacak odun	0	0	0	0	0	0	0	0	0	0
yakalamak	0	0	0	0	0	0	0	0	1	0
yakalanması zor	0	0	0	0	0	1	0	0	1	0
yakan	0	0	0	0	0	1	0	0	0	0
yakarma	0	1	0	0	0	0	0	0	0	1
yakinlarda	0	0	0	0	0	0	0	0	0	0
yakın	0	1	0	1	0	0	0	0	0	0
yakından	0	1	0	1	1	0	0	0	0	0
yakınını kaybetmiş	0	0	0	0	0	1	0	1	0	0
yakınlaştırma	0	0	0	0	0	0	0	0	0	0
yakınlık	0	0	0	0	0	0	0	0	0	0
yakınlık duymak	0	0	0	0	0	0	0	1	0	0
yakınsak	0	0	0	0	0	0	0	0	0	0
yakınsama	0	1	0	0	0	0	0	0	0	0
yakınsamak	0	0	0	0	0	0	0	0	0	0
yakışıklı	0	0	0	0	0	0	0	0	0	0
yakışıklısı	0	0	0	0	0	0	0	0	0	0
yakışır	0	0	0	0	0	0	1	0	0	0
yakıt	0	0	0	0	0	0	0	0	0	0
yaklaşan	0	1	0	0	0	0	0	0	0	0
yaklaşık	0	0	0	0	0	0	0	0	0	0
yaklaşık olarak	0	0	0	0	0	0	0	0	0	0
yaklaşım	0	0	0	0	0	0	0	0	0	0
yaklaştırma	0	0	0	0	0	0	0	0	0	0
yakma	0	0	0	0	0	1	0	0	0	0
yakut	0	0	0	0	0	0	0	0	0	0
yalamak	0	0	1	0	0	1	0	0	0	0
yalan	1	0	0	0	0	1	0	0	0	1
yalan söyleme	1	0	1	0	0	1	0	0	0	0
yalancı	0	0	1	0	0	1	0	0	0	0
yalancı şahitlik	0	0	0	1	0	1	0	0	1	0
yalanlama	0	0	0	1	0	0	0	0	0	0
yaldız	0	0	0	0	0	0	0	0	0	0
yaldızlı	0	0	0	0	0	0	0	0	0	0
yalınayak	0	0	0	0	0	0	0	0	0	0
yalıtılmış	0	0	0	1	0	1	0	1	0	0
yalıtmak	0	0	0	0	0	0	0	0	0	0
yalnız	0	0	0	0	0	0	0	1	0	0
yalnızca	0	0	0	0	0	0	1	0	0	1
yalnızlık	0	0	0	1	0	1	0	1	0	0
yaltaklanan	0	0	0	0	1	0	1	0	0	0
yaltaklanmak	0	0	1	1	0	1	0	1	0	0
yalvarış	0	0	0	0	0	0	1	0	0	1
